step,node,q0,q1,q2,q3,q4,q5,queue_total,phase,reward,cum_reward
600,Node9,0,0,0,0,0,0,0,2,-0.0,-5.0
600,Node10,0,0,0,1,0,0,1,2,-1.0,-1.0
700,Node1,0,0,0,0,0,1,1,2,-1.0,-3.0
700,Node2,0,0,0,0,0,0,0,2,-0.0,-3.0
700,Node3,0,0,0,0,0,0,0,2,-0.0,-2.0
700,Node4,0,0,0,1,0,0,1,2,-1.0,-1.0
700,Node5,0,0,0,2,0,1,3,2,-3.0,-7.0
700,Node6,0,0,0,0,0,0,0,2,-0.0,0.0
700,Node8,0,0,0,1,0,1,2,2,-2.0,-4.0
700,Node9,0,0,0,0,0,0,0,2,-0.0,-5.0
700,Node10,0,0,0,0,1,0,1,2,-1.0,-2.0
800,Node1,0,0,0,1,0,2,3,2,-3.0,-6.0
800,Node2,0,0,0,0,0,0,0,2,-0.0,-3.0
800,Node3,0,0,0,0,0,1,1,2,-1.0,-3.0
800,Node4,0,0,0,0,0,0,0,2,-0.0,-1.0
800,Node5,0,0,0,2,1,1,4,2,-4.0,-11.0
800,Node6,0,0,0,0,0,0,0,2,-0.0,0.0
800,Node8,0,0,0,0,0,0,0,2,-0.0,-4.0
800,Node9,0,0,0,0,0,0,0,2,-0.0,-5.0
800,Node10,0,0,0,0,0,0,0,2,-0.0,-2.0
900,Node1,0,0,0,0,0,2,2,0,-2.0,-8.0
900,Node2,0,0,0,0,0,0,0,0,-0.0,-3.0
900,Node3,0,0,0,0,0,0,0,0,-0.0,-3.0
900,Node4,0,0,0,0,0,0,0,0,-0.0,-1.0
900,Node5,0,0,0,2,1,2,5,0,-5.0,-16.0
900,Node6,0,0,0,0,0,0,0,0,-0.0,0.0
900,Node8,0,0,0,1,0,0,1,0,-1.0,-5.0
900,Node9,0,0,0,1,0,0,1,0,-1.0,-6.0
900,Node10,0,0,0,0,1,0,1,0,-1.0,-3.0
1000,Node1,1,0,0,0,0,0,1,0,-1.0,-9.0
1000,Node2,1,0,0,0,0,0,1,0,-1.0,-4.0
1000,Node3,0,0,0,0,0,0,0,0,-0.0,-3.0
1000,Node4,1,0,0,1,0,0,2,0,-2.0,-3.0
1000,Node5,0,0,0,2,0,2,4,0,-4.0,-20.0
1000,Node6,0,0,0,0,0,0,0,0,-0.0,0.0
1000,Node8,0,0,0,0,0,0,0,0,-0.0,-5.0
1000,Node9,0,0,1,0,0,0,1,0,-1.0,-7.0
1000,Node10,0,0,0,0,0,0,0,0,-0.0,-3.0
1100,Node1,1,0,0,0,0,0,1,0,-1.0,-10.0
1100,Node2,1,1,1,0,0,0,3,0,-3.0,-7.0
1100,Node3,1,0,0,0,0,0,1,0,-1.0,-4.0
1100,Node4,0,0,0,0,0,0,0,0,-0.0,-3.0
1100,Node5,1,0,0,0,0,0,1,0,-1.0,-21.0
1100,Node6,1,0,0,0,0,0,1,0,-1.0,-1.0
1100,Node8,0,0,0,0,0,0,0,0,-0.0,-5.0
1100,Node9,1,0,0,0,0,0,1,0,-1.0,-8.0
1100,Node10,1,0,0,0,0,0,1,0,-1.0,-4.0
1200,Node1,0,0,0,0,0,0,0,0,-0.0,-10.0
1200,Node2,2,1,0,0,0,0,3,0,-3.0,-10.0
1200,Node3,2,0,0,0,0,1,3,0,-3.0,-7.0
1200,Node4,1,1,0,0,0,0,2,0,-2.0,-5.0
1200,Node5,1,0,1,0,0,0,2,0,-2.0,-23.0
1200,Node6,1,1,1,0,0,0,3,0,-3.0,-4.0
1200,Node8,0,0,0,0,0,0,0,0,-0.0,-5.0
1200,Node9,1,0,1,0,0,1,3,0,-3.0,-11.0
1200,Node10,0,0,0,0,0,0,0,0,-0.0,-4.0
1300,Node1,2,0,0,0,0,0,2,0,-2.0,-12.0
1300,Node2,2,1,1,0,0,0,4,0,-4.0,-14.0
1300,Node3,2,0,0,0,0,0,2,0,-2.0,-9.0
1300,Node4,0,0,0,0,0,0,0,0,-0.0,-5.0
1300,Node5,2,0,2,0,0,0,4,0,-4.0,-27.0
1300,Node6,1,0,2,0,0,0,3,0,-3.0,-7.0
1300,Node8,0,0,0,0,0,0,0,0,-0.0,-5.0
1300,Node9,1,0,1,1,0,0,3,0,-3.0,-14.0
1300,Node10,1,0,0,1,0,0,2,0,-2.0,-6.0
1400,Node1,2,0,0,1,0,1,4,2,-4.0,-16.0
1400,Node2,1,2,2,0,0,0,5,2,-5.0,-19.0
1400,Node3,1,0,0,0,0,0,1,2,-1.0,-10.0
1400,Node4,0,0,0,0,0,0,0,2,-0.0,-5.0
1400,Node5,0,0,2,0,0,0,2,2,-2.0,-29.0
1400,Node6,0,0,1,0,0,0,1,2,-1.0,-8.0
1400,Node8,0,0,0,0,0,0,0,2,-0.0,-5.0
1400,Node9,1,0,1,0,0,0,2,2,-2.0,-16.0
1400,Node10,0,0,0,0,0,0,0,2,-0.0,-6.0
1500,Node1,0,0,0,0,0,0,0,2,-0.0,-16.0
1500,Node2,1,0,0,0,0,0,1,2,-1.0,-20.0
1500,Node3,0,0,0,0,0,0,0,2,-0.0,-10.0
1500,Node4,0,0,0,1,0,0,1,2,-1.0,-6.0
1500,Node5,0,0,2,0,0,0,2,2,-2.0,-31.0
1500,Node6,0,0,0,1,1,0,2,2,-2.0,-10.0
1500,Node8,0,0,0,0,0,0,0,2,-0.0,-5.0
1500,Node9,0,0,0,0,0,0,0,2,-0.0,-16.0
1500,Node10,1,0,0,1,0,0,2,2,-2.0,-8.0
1600,Node1,0,0,0,0,0,1,1,2,-1.0,-17.0
1600,Node2,0,0,0,0,0,0,0,2,-0.0,-20.0
1600,Node3,0,1,1,0,0,0,2,2,-2.0,-12.0
1600,Node4,1,0,0,1,0,0,2,2,-2.0,-8.0
1600,Node5,0,0,2,1,1,2,6,2,-6.0,-37.0
1600,Node6,0,0,0,0,0,0,0,2,-0.0,-10.0
1600,Node8,0,0,0,0,0,0,0,2,-0.0,-5.0
1600,Node9,0,0,0,0,0,0,0,2,-0.0,-16.0
1600,Node10,1,0,0,1,0,1,3,2,-3.0,-11.0
1700,Node1,0,0,0,1,0,1,2,2,-2.0,-19.0
1700,Node2,0,0,1,1,0,0,2,2,-2.0,-22.0
1700,Node3,0,0,0,0,0,0,0,2,-0.0,-12.0
1700,Node4,0,0,0,0,1,1,2,2,-2.0,-10.0
1700,Node5,0,0,1,1,1,2,5,2,-5.0,-42.0
1700,Node6,0,0,0,0,0,0,0,2,-0.0,-10.0
1700,Node8,0,0,0,0,0,0,0,2,-0.0,-5.0
1700,Node9,0,0,0,1,0,0,1,2,-1.0,-17.0
1700,Node10,0,0,0,1,0,2,3,2,-3.0,-14.0
1800,Node1,0,0,0,1,0,2,3,0,-3.0,-22.0
1800,Node2,0,0,0,1,0,0,1,0,-1.0,-23.0
1800,Node3,0,0,0,1,1,0,2,0,-2.0,-14.0
1800,Node4,0,0,0,1,1,2,4,0,-4.0,-14.0
1800,Node5,0,0,0,1,1,2,4,0,-4.0,-46.0
1800,Node6,0,0,0,0,0,0,0,0,-0.0,-10.0
1800,Node8,0,0,0,0,0,1,1,0,-1.0,-6.0
1800,Node9,0,0,0,2,0,0,2,0,-2.0,-19.0
1800,Node10,0,0,0,2,0,2,4,0,-4.0,-18.0
1900,Node1,0,0,0,0,0,1,1,0,-1.0,-23.0
1900,Node2,1,0,0,1,0,0,2,0,-2.0,-25.0
1900,Node3,0,0,1,0,0,0,1,0,-1.0,-15.0
1900,Node4,0,0,0,1,0,2,3,0,-3.0,-17.0
1900,Node5,0,0,1,1,1,1,4,0,-4.0,-50.0
1900,Node6,0,0,0,0,1,0,1,0,-1.0,-11.0
1900,Node8,0,0,0,0,0,0,0,0,-0.0,-6.0
1900,Node9,1,0,0,0,0,0,1,0,-1.0,-20.0
1900,Node10,0,0,0,0,0,1,1,0,-1.0,-19.0
2000,Node1,0,0,0,0,0,1,1,0,-1.0,-24.0
2000,Node2,2,0,0,0,0,0,2,0,-2.0,-27.0
2000,Node3,0,0,0,0,0,0,0,0,-0.0,-15.0
2000,Node4,0,0,0,0,0,2,2,0,-2.0,-19.0
2000,Node5,0,0,0,0,0,1,1,0,-1.0,-51.0
2000,Node6,0,0,1,0,0,0,1,0,-1.0,-12.0
2000,Node8,0,0,0,1,0,0,1,0,-1.0,-7.0
2000,Node9,1,0,0,0,1,0,2,0,-2.0,-22.0
2000,Node10,0,0,1,0,0,1,2,0,-2.0,-21.0
2100,Node1,0,0,0,0,0,1,1,0,-1.0,-25.0
2100,Node2,2,1,1,0,0,0,4,0,-4.0,-31.0
2100,Node3,1,0,0,0,0,0,1,0,-1.0,-16.0
2100,Node4,0,0,0,0,0,1,1,0,-1.0,-20.0
2100,Node5,1,0,0,0,0,1,2,0,-2.0,-53.0
2100,Node6,0,0,0,0,0,0,0,0,-0.0,-12.0
2100,Node8,0,0,0,0,0,0,0,0,-0.0,-7.0
2100,Node9,0,1,0,1,0,0,2,0,-2.0,-24.0
2100,Node10,0,0,0,1,1,1,3,0,-3.0,-24.0
2200,Node1,0,0,0,0,0,0,0,0,-0.0,-25.0
2200,Node2,2,2,2,0,0,0,6,0,-6.0,-37.0
2200,Node3,1,0,0,0,0,0,1,0,-1.0,-17.0
2200,Node4,1,0,0,0,0,0,1,0,-1.0,-21.0
2200,Node5,2,0,1,0,0,0,3,0,-3.0,-56.0
2200,Node6,1,0,0,1,0,0,2,0,-2.0,-14.0
2200,Node8,0,0,0,0,0,0,0,0,-0.0,-7.0
2200,Node9,0,0,0,0,0,0,0,0,-0.0,-24.0
2200,Node10,0,0,0,0,0,0,0,0,-0.0,-24.0
2300,Node1,0,0,0,0,0,0,0,2,-0.0,-25.0
2300,Node2,2,1,1,1,0,0,5,2,-5.0,-42.0
2300,Node3,0,0,0,1,0,0,1,2,-1.0,-18.0
2300,Node4,1,0,0,0,0,0,1,2,-1.0,-22.0
2300,Node5,0,0,1,0,0,0,1,2,-1.0,-57.0
2300,Node6,0,0,1,0,0,0,1,2,-1.0,-15.0
2300,Node8,0,0,0,0,0,0,0,2,-0.0,-7.0
2300,Node9,0,0,0,0,0,0,0,2,-0.0,-24.0
2300,Node10,0,0,0,0,0,1,1,2,-1.0,-25.0
